Descripción del alimento principal,Descripción de la categoría,Energía (kcal),Proteína (g),Carbohidratos (g),"Azúcares, totales
(gramo)",Fibra dietética total (g),Grasa total (g),"Ácidos grasos, saturados totales (g)","Ácidos grasos, monoinsaturados totales (g)",Ácidos grasos poliinsaturados totales (g),Colesterol (mg),Retinol (mcg),"Vitamina A, RAE (mcg_RAE)","Caroteno, alfa (mcg)","Caroteno, beta (mcg)","Criptoxantina, beta (mcg)",Licopeno (mcg),Luteína + zeaxantina (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B-6 (mg),Ácido fólico (mcg),"Folato, alimentos (mcg)","Folato, DFE (mcg_DFE)","Folato, total (mcg)","Colina, total (mg)",Vitamina B-12 (mcg),"Vitamina B-12, añadida
(mcg)",Vitamina C (mg),Vitamina D (D2 + D3) (mcg),Vitamina E (alfa-tocoferol) (mg),"Vitamina E, añadida
(mg)",Vitamina K (filoquinona) (mcg),Calcio (mg),Fósforo (mg),Magnesio (mg),"Hierro
(mg)","Zinc
(mg)",Cobre (mg),Selenio (mcg),Potasio (mg),Sodio (mg),Cafeína (mg),Teobromina (mg),Alcohol (gramos),"4:0
(gramo)","6:0
(gramo)","8:0
(gramo)","10:0
(gramo)","12:0
(gramo)","14:0
(gramo)","16:0
(gramo)","18:0
(gramo)","16:1
(gramo)","18:1
(gramo)","20:1
(gramo)","22:1
(gramo)","18:2
(gramo)","18:3
(gramo)","18:4
(gramo)","20:4
(gramo)","20:5 n-3
(gramo)","22:5 n-3
(gramo)","22:6 n-3
(gramo)","Agua
(gramo)"
Johnnycake,Galletas y brownies,417,"8,1",79,6,3,"6,9",1222,1845,3264,0,0,0,0,0,0,0,17,"0,25","0,354","4,427","0,03",168,5,291,173,"9,4",0,0,0,0,"0,78",0,"1,8",25,97,26,"3,6","0,67","0,204","4,8",112,256,0,0,0,0,0,0,0,0,"0,018","0,976","0,228","0,012",1833,0,0,3076,"0,188",0,0,0,0,0,"5,3"
Judías verdes cocidas al estilo Sichuan,"Galletas, muffins, panes rápidos",370,"7,08","42,82","3,88","2,5","18,92",11803,"2,487","2,199",2,18,18,0,0,0,0,0,"0,441","0,303",3713,"0,059",53,31,121,84,"0,8",0,0,0,0,"0,47",0,"4,5",70,474,15,"2,76","0,5","0,081","12,1",131,979,0,0,0,"0,004","0,031","0,367","0,298",3239,1048,"3,76","2,95","0,01",2458,"0,016",0,1989,"0,205",0,"0,004",0,0,0,"27,88"
Judías verdes encurtidas,"Galletas, muffins, panes rápidos",324,"6,79","49,05","8,19","2,8","11,22",5514,"2,309",2688,0,0,0,0,0,0,0,8,"0,447","0,299",3684,"0,046",53,10,100,63,"19,8",0,0,0,0,"0,67",0,"9,5",27,446,18,"2,57","0,41","0,086","13,6",152,1002,0,0,0,0,0,0,"0,006","0,008","0,049","2,594",2753,"0,007","2,282","0,017",0,"2,412","0,271",0,"0,004",0,0,0,"29,69"
Judías verdes fritas,Galletas y brownies,378,"4,2",84,"45,42","1,6","2,7","0,669",1345,"0,466",2,1,1,0,0,0,0,3,"0,182","0,13","1,84","0,013",56,10,105,66,6,"0,01",0,0,0,"0,03",0,"1,1",12,35,7,"1,44","0,17","0,06","2,9",41,31,0,0,0,0,0,0,0,0,"0,012","0,378","0,276","0,008",1337,"0,001",0,"0,438","0,024",0,"0,003",0,0,"0,001",8
Judías verdes para bebés pequeños,Galletas y brownies,465,"6,36","68,97","43,87","2,8","18,57","9,964",4486,2455,12,30,30,0,0,0,0,28,"0,139","0,255",1648,"0,069",21,11,47,33,"25,4","0,38",0,0,0,"0,75",0,"7,5",122,167,45,"2,46","1,49","0,321","4,6",245,221,10,104,0,"0,184","0,05","0,057","0,125","0,13","0,606",4593,"4,144","0,211","3,904","0,011",0,"2,169","0,264",0,"0,002",0,0,0,"4,6"
Judías verdes,Galletas y brownies,416,"5,6","76,9","19,92","2,2","9,8",2451,5365,1372,0,0,0,0,1,0,0,2,"0,2","0,293",3235,"0,098",82,6,145,87,"8,8",0,0,0,0,"0,97",0,"2,5",77,83,49,"6,4","0,55","0,305","5,1",346,555,0,0,0,0,0,"0,001","0,002","0,004","0,048",1279,"1,111","0,002",5363,0,0,1298,"0,073",0,0,0,0,0,"5,3"
jugo de apio,Galletas y brownies,503,"4,1","68,83","33,8","1,9","23,5","14,8","2,7","5,1",1,0,0,0,0,0,0,7,"0,34","0,19","2,1","0,026",33,38,94,71,"6,7","0,03",0,0,0,"1,81",0,"6,6",19,74,13,"2,44","0,2","0,365",9,234,301,7,237,0,"0,007","0,001","0,001","0,002","0,001","0,1",9284,5362,"0,025","2,669",0,0,"4,73","0,357",0,0,0,0,0,2
Jugo de arándano,Galletas y brownies,433,"3,38","72,7","45,92","0,4","14,93","6,9","4,76","2,445",63,145,151,0,64,1,0,12,"0,2","0,192",1712,"0,229",37,3,67,41,"4,8","0,21",0,0,"0,5","1,65",0,"8,3",21,59,7,"1,21","0,22","0,11","4,8",67,204,0,0,0,"0,294","0,174","0,102","0,231","0,266","0,925","3,12","1,55","0,229",4378,"0,016",0,2095,"0,325","0,001","0,012","0,006",0,"0,004","7,99"
Jugo de arándanos,Galletas y brownies,430,"5,6","73,8","17,6",1,"12,8","3,212","7,13",1729,0,0,0,0,0,0,0,2,"0,355","0,264",3031,"0,104",82,7,146,89,"8,4",0,0,0,0,"0,11",0,"5,5",74,95,52,"6,43","0,45","0,373","5,6",346,459,0,0,0,0,0,0,0,0,"0,062",1666,"1,48","0,002",7128,0,0,1641,"0,088",0,0,0,0,0,"5,8"
Jugo de ciruela,Galletas y brownies,350,"5,66","81,3","80,58",0,"0,26",0,0,0,0,0,0,0,0,0,0,0,"0,002","0,212","0,052","0,003",0,2,2,2,"0,5","0,04",0,0,0,0,0,0,5,8,6,"0,08","0,02","0,018","9,9",88,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Jugo de fresa,Galletas y brownies,464,"9,8","66,7","27,52","3,1","17,6","12,69",1933,1634,0,0,8,0,91,0,0,107,"0,28","0,11","1,75","0,35",0,81,81,81,"27,6",0,0,1,0,"0,82",0,"15,9",60,277,101,"3,18","1,6","0,36",16,326,251,0,0,0,0,"0,081",1005,"0,802",6135,"2,357",1701,"0,562","0,007",1926,"0,001",0,1574,"0,011",0,0,0,0,0,"4,1"
Jugo de frutas,"Galletas, muffins, panes rápidos",370,"7,08","42,82","3,88","2,5","18,92",11803,"2,487","2,199",2,18,18,0,0,0,0,0,"0,441","0,303",3713,"0,059",53,31,121,84,"0,8",0,0,0,0,"0,47",0,"4,5",70,474,15,"2,76","0,5","0,081","12,1",131,979,0,0,0,"0,004","0,031","0,367","0,298",3239,1048,"3,76","2,95","0,01",2458,"0,016",0,1989,"0,205",0,"0,004",0,0,0,"27,88"
Jugo de lima,Galletas y brownies,526,"3,45","65,99","51,72","3,4","27,59",17241,4866,"4,176",0,1,1,0,0,0,0,4,"0,094","0,215","0,642","0,048",10,5,23,15,"16,3","0,15",0,0,0,"2,16",0,"6,9",0,117,45,"1,24","0,61","0,265","5,4",311,138,5,178,0,"0,014","0,002","0,002","0,004","0,003","0,131","10,931",6112,"0,045",4821,0,0,3886,"0,289",0,0,0,0,0,"1,73"
Jugo de limón,Galletas y brownies,433,"6,6","72,7","37,43","3,4","14,2","4,241",4865,4153,2,3,3,0,0,0,0,13,"0,203","0,266",2858,"0,051",39,8,75,47,"14,3","0,09",0,0,0,"0,72",0,"2,4",31,132,53,"4,01","1,09","0,463","5,7",210,580,10,354,0,"0,001","0,011","0,128","0,102","0,76","0,305",1796,"1,125","0,048",4807,"0,001",0,3866,"0,268","0,001","0,006","0,003",0,"0,002","4,5"
Jugo de mandarina,Galletas y brownies,441,5,"73,6","37,5","1,9","15,2",3838,6544,3887,51,8,8,0,1,1,0,41,"0,275","0,32","3,106","0,073",51,9,96,60,"27,6","0,13",0,0,0,"0,23",0,6,48,104,14,"2,38","0,36","0,1","11,3",97,388,0,0,0,0,0,0,0,0,"0,06","2,244",1543,"0,031",6508,"0,003",0,3625,"0,231","0,002","0,017","0,008",0,"0,005","5,1"
Jugo de manzana,Galletas y brownies,401,"4,1",68,"47,56","1,2","13,6","3,46",7649,1756,2,2,2,0,1,1,0,37,"0,216","0,206",1967,"0,052",23,9,48,32,"14,7","0,03",0,"0,4",0,"2,22",0,"3,9",46,83,21,"2,29","0,32","0,413","2,8",140,418,0,0,0,0,0,0,0,0,"0,067",1795,1594,"0,006",7642,0,0,"1,66","0,092",0,"0,002","0,001",0,"0,001","13,1"
Jugo de mora,Galletas y brownies,421,4,"67,7","44,8",2,"16,9","4,722",9345,1943,0,1,1,0,0,0,0,3,"0,093","0,208","0,784","0,062",20,3,37,23,"13,6","0,17",0,"0,1",0,"0,14",0,7,46,97,36,"2,53","0,65","0,262","4,4",182,188,5,159,0,"0,004","0,001","0,001","0,001","0,001","0,086","2,367","2,249","0,003",9341,0,0,1847,"0,096",0,0,0,0,0,"10,1"
Jugo de naranja,Galletas y brownies,514,"5,37","63,78","21,65","1,3","26,22",8105,6708,8326,0,0,0,0,1,0,0,29,"0,353","0,314",3275,"0,071",61,20,124,81,"0,9",0,0,0,0,"2,44",0,11,13,66,14,"2,98","0,49","0,09","6,2",88,353,0,0,0,"0,086","0,067","0,043","0,1","0,126","0,456",5143,1842,"0,089",6515,"0,053","0,001",7374,"0,918",0,"0,017","0,001","0,002",0,"3,6"
Jugo de papaya,"Galletas, muffins, panes rápidos",374,"8,7","38,78","3,52","2,2","20,43",12543,"2,982",2097,12,48,48,0,0,0,0,0,"0,399","0,317",3347,"0,058",48,30,111,77,2,"0,06",0,0,"0,1","0,5",0,"4,3",134,472,16,"2,5","0,82","0,076","13,7",126,946,0,0,0,"0,069","0,082","0,365","0,352",3011,1253,4263,"2,994","0,061",2953,"0,021",0,1906,"0,197",0,"0,009","0,001","0,002",0,"28,75"
Jugo de piña,Galletas y brownies,435,"4,97","54,47","29,24","0,9","22,45","4,326",10452,6597,47,218,231,0,157,1,0,63,"0,313","0,203","2,183","0,036",44,16,91,60,45,"0,14",0,"0,1","0,3","2,46",0,"24,1",54,69,12,"2,16","0,38","0,057","8,8",80,533,0,0,0,0,0,0,0,0,"0,015","2,483",1684,"0,039",10368,"0,034",0,6021,"0,534",0,0,0,"0,002",0,"16,26"
Jugo de pomelo,"Galletas, muffins, panes rápidos",350,"7,03","44,89","4,57","1,4","15,97",8535,3176,"0,68",44,152,155,0,31,1,0,8,"0,408","0,258",3164,"0,053",49,10,94,59,"14,9","0,2",0,0,"0,5","0,04",0,"1,5",231,162,20,"3,22","0,55","0,082","8,8",134,801,0,0,0,"0,374","0,266","0,156","0,357","0,41",1329,4005,1381,"0,187",2847,"0,021","0,001","0,623","0,072","0,003","0,019","0,004","0,007",0,"28,2"
Jugo de remolacha,Galletas y brownies,348,"3,7","70,9","46,36","4,6","7,3","1,123",3003,"2,772",0,9,9,0,1,0,0,8,"0,158","0,217",1874,"0,075",25,10,53,35,"14,6","0,09",0,"0,3",0,"0,65",0,"5,8",64,62,27,"2,9","0,39","0,147","3,3",207,350,0,0,0,"0,002",0,0,"0,001",0,"0,013","0,747","0,355","0,029","2,966",0,0,2583,"0,182",0,0,0,0,0,"16,5"
Jugo de sandía,Galletas y brownies,398,"2,61","55,62","31,36","2,6","18,29",5226,"4,53",7434,0,1,1,0,0,0,0,6,"0,236","0,111","1,146","0,046",25,13,56,38,"8,7","0,01",0,0,0,"2,21",0,"5,4",0,94,35,"1,88","0,67","0,137","6,8",136,500,0,0,0,0,0,0,0,"0,005","0,084",4091,1028,"0,034","4,496",0,0,6991,"0,441",0,"0,001",0,0,0,"22,1"
Jugo de tomate,Galletas y brownies,436,"2,94","76,17","41,18","2,9","13,24","2,941","4,66",3425,0,0,0,0,0,0,0,30,"0,29","0,204","2,235","0,02",56,12,107,68,"22,1",0,0,0,0,"1,68",0,16,0,66,25,"3,18","0,49","0,188","13,2",176,471,3,95,0,0,0,0,0,0,"0,012",2004,"0,793","0,032",4587,"0,036","0,005",3014,"0,411",0,0,0,0,0,"6,23"
Jugo de toronja,Galletas y brownies,423,"4,17","78,16","37,5","2,1","10,42",3175,5602,"1,118",0,0,0,0,0,0,0,40,"0,402","0,27",3006,"0,025",78,15,148,93,"1,2","0,01",0,0,0,"1,31",0,"2,6",42,60,12,"2,25","0,37","0,077","17,6",104,354,0,0,0,0,0,0,0,"0,005","0,021","1,64",1404,"0,007",5592,"0,004",0,1092,"0,026",0,0,0,0,0,"6,25"
Jugo de uva,Galletas y brownies,497,"4,33","68,2",46,"2,7","24,52",5454,16076,2471,0,0,0,0,0,0,0,3,"0,115","0,12",1937,0,34,12,69,46,"3,3","0,02",0,0,0,"1,89",0,"6,2",16,69,36,"7,8","0,78","0,337","8,1",137,351,6,190,0,0,0,0,0,0,"0,021",2774,"2,436",0,16042,"0,034",0,"2,418","0,053",0,0,0,0,0,"1,65"
Jugo de vegetales mixtos,Galletas y brownies,474,"2,19","76,03",49,"2,5","17,89","7,905",6142,1807,0,0,0,0,0,0,0,3,"0,05","0,076","0,39",0,0,0,0,0,"19,6",0,0,0,0,"2,31",0,"25,6",19,70,40,"2,81","0,66","0,261",0,157,275,6,188,0,0,0,"0,003","0,001","0,03","0,155","6,65","0,95","0,025",6082,"0,029",0,1746,"0,056",0,"0,004","0,002",0,0,"2,84"
Jugo de zanahoria,Galletas y brownies,378,"4,2",84,"45,42","1,6","2,7","0,669",1345,"0,466",2,1,1,0,0,0,0,3,"0,182","0,13","1,84","0,013",56,10,105,66,6,"0,01",0,0,0,"0,03",0,"1,1",12,35,7,"1,44","0,17","0,06","2,9",41,31,0,0,0,0,0,0,0,0,"0,012","0,378","0,276","0,008",1337,"0,001",0,"0,438","0,024",0,"0,003",0,0,"0,001",8
Jugo para bebés pequeños,"Galletas, muffins, panes rápidos",362,"7,5","43,9","3,71","4,5","18,19",11244,"2,394","2,2",2,17,17,0,0,0,0,12,"0,445","0,317","4,206","0,121",50,33,119,84,"4,5",0,0,0,0,"0,52",0,"4,4",70,501,45,"3,15","0,84","0,127","15,4",184,930,0,0,0,"0,004","0,029","0,349","0,283",3077,"0,996","3,6",2804,"0,01","2,366","0,015",0,1992,"0,203",0,"0,004",0,0,0,"26,98"
Jugo para bebés y niños pequeños,Galletas y brownies,430,"6,69","77,66","24,85","3,4","10,6",1633,"2,509",5388,0,0,0,0,1,0,0,77,"0,265","0,317","4,439","0,156",72,19,142,91,"5,9",0,0,0,0,"1,51",0,"14,3",77,185,40,"3,78","0,96","0,17","6,3",170,516,0,0,0,"0,004",0,"0,002",0,"0,002","0,01",1058,"0,465","0,009","2,459","0,035","0,001",4757,"0,622",0,"0,005",0,0,0,"3,39"
julepe de menta,Galletas y brownies,430,"6,69","77,66","24,85","3,4","10,6",1633,"2,509",5388,0,0,0,0,1,0,0,77,"0,265","0,317","4,439","0,156",72,19,142,91,"5,9",0,0,0,0,"1,51",0,"14,3",77,185,40,"3,78","0,96","0,17","6,3",170,516,0,0,0,"0,004",0,"0,002",0,"0,002","0,01",1058,"0,465","0,009","2,459","0,035","0,001",4757,"0,622",0,"0,005",0,0,0,"3,39"
Kale,Galletas y brownies,500,4,"66,78","37,3","2,2","25,8","17,2","2,7","4,9",1,2,2,0,0,0,0,13,"0,27","0,15","1,7","0,064",38,12,77,50,"22,3","0,1",0,"0,1",0,"0,99",0,"6,4",46,87,16,2,"0,2","0,194","11,1",267,265,3,88,0,"0,004","0,043","0,685","0,769",9741,3406,1832,"0,704","0,002",2689,0,0,4506,"0,053",0,0,0,0,0,2
Kamikaze,"Galletas saladas, excluye las saladas",465,"14,12","54,59","9,41","9,4","21,18",4525,9779,"4,497",0,0,0,0,2,0,0,79,"0,334","0,232",6277,"0,22",34,40,97,74,"29,7",0,0,0,0,"2,63",0,"4,5",33,256,107,"3,07","2,05","0,309","18,7",330,635,0,0,0,0,0,0,0,"0,003","0,009","2,594","0,799","0,022",9526,"0,214","0,011",4013,"0,478",0,"0,003",0,0,0,"7,32"
kéfir,"Galletas saladas, excluye las saladas",482,"7,1","67,6",12,"3,5","20,4","3,3",5,"11,8",0,0,0,1,2,0,0,73,"0,52","0,28","3,4","0,117",57,46,143,103,"10,4",0,0,0,0,"1,75",0,36,14,292,29,"2,59","0,98","0,151","26,1",171,883,0,0,0,0,0,0,0,0,0,"2,256","0,891","0,001","4,948","0,052",0,10438,1362,0,0,0,0,0,"2,5"
Ketchup,Alimentación infantil: snacks y dulces,391,"12,5","83,21","12,5",0,"0,87","0,238","0,224","0,255",0,0,0,0,0,0,0,0,"0,174","0,037",2896,"0,571",0,14,14,14,"21,3",0,0,0,0,"0,17",0,0,0,127,47,0,"0,65","0,156",8,504,313,0,0,0,"0,001","0,001","0,001","0,001","0,006","0,007","0,2","0,021","0,004","0,22",0,0,"0,206","0,05",0,0,0,0,0,"2,42"
Kibby,galletas saladas,418,"9,46","74,05","1,29","2,8","8,64",1653,1986,4835,0,1,1,0,0,0,0,17,"0,702","0,487",6442,"0,086",117,17,216,134,"16,7","0,09",0,0,0,"1,15",0,"25,4",19,102,23,"5,57","0,69","0,139","10,3",152,941,0,0,0,"0,005",0,"0,004","0,008","0,004","0,013","1,05","0,49","0,01",1926,"0,038","0,006",4272,"0,553",0,"0,006",0,0,0,"5,05"
kimchi,Galletas y brownies,430,"5,6","73,8","17,6",1,"12,8","3,212","7,13",1729,0,0,0,0,0,0,0,2,"0,355","0,264",3031,"0,104",82,7,146,89,"8,4",0,0,0,0,"0,11",0,"5,5",74,95,52,"6,43","0,45","0,373","5,6",346,459,0,0,0,0,0,0,0,0,"0,062",1666,"1,48","0,002",7128,0,0,1641,"0,088",0,0,0,0,0,"5,8"
Kiwi,"Galletas saladas, excluye las saladas",441,"8,94","70,14","8,34","8,6","15,26",2636,3359,"7,709",0,0,0,0,2,0,0,180,"0,233","0,083","4,326","0,214",1,32,34,33,"27,2",0,0,0,0,"1,48",0,"20,7",64,316,91,"2,99","2,13","0,347",10,314,750,0,0,0,0,"0,002","0,029","0,024","0,174","0,08",1586,"0,62","0,012","3,299","0,038","0,002",6785,"0,915",0,"0,003",0,0,0,"2,84"
Knish,"Galletas saladas, excluye las saladas",441,"8,94","70,14","8,34","8,6","15,26",2636,3359,"7,709",0,0,0,0,2,0,0,180,"0,233","0,083","4,326","0,214",1,32,34,33,"27,2",0,0,0,0,"1,48",0,"20,7",64,316,91,"2,99","2,13","0,347",10,314,750,0,0,0,0,"0,002","0,029","0,024","0,174","0,08",1586,"0,62","0,012","3,299","0,038","0,002",6785,"0,915",0,"0,003",0,0,0,"2,84"
Kumquat,"Galletas saladas, excluye las saladas",416,10,"82,64",0,0,5,0,3021,1641,0,0,0,0,0,0,0,0,"0,436","0,101",5537,"0,554",0,22,22,22,"33,4",0,0,0,0,"1,26",0,"2,1",0,362,156,0,"2,2","0,301","25,5",243,233,0,0,0,0,0,0,0,0,0,0,0,"0,015",3,"0,006",0,1582,"0,059",0,0,0,0,0,"0,11"
La carne de vacuno como ingrediente en recetas,"Galletas saladas, excluye las saladas",430,"10,78","77,41","0,37","0,8","8,85","0,345",5405,2589,0,0,0,0,0,0,0,0,"0,406","0,184",5357,"0,519",0,24,24,24,"34,6",0,0,0,0,"3,03",0,"2,2",21,368,164,"0,29","2,27","0,36","23,5",278,360,0,0,0,0,0,0,0,0,"0,002","0,279","0,061","0,034",5359,"0,008",0,"2,523","0,065",0,0,0,0,0,"0,29"
Ladoo,"Galletas saladas, excluye las saladas",455,"7,3","70,73","15,48","6,9","16,4","3,21","3,47",8474,0,0,0,0,4,0,0,180,"0,284","0,146",4022,"0,244",2,36,40,38,"27,2",0,0,0,0,"1,55",0,"14,2",92,302,72,"2,64","1,64","0,274","9,9",283,699,0,0,0,0,"0,005","0,058","0,047","0,347","0,15",1812,"0,657","0,014",3403,"0,042","0,003",7474,"0,987",0,"0,006","0,001",0,0,"2,75"
Langosta,"Galletas saladas, excluye las saladas",427,"7,12","70,99","22,83","7,3","15,07","2,235",5321,6273,0,0,1,0,2,10,1,102,"0,343","0,153",4079,"0,144",21,18,54,39,"19,8",0,0,"0,2",0,"1,4",0,"13,5",46,234,78,"3,94","1,55","0,28","9,9",276,430,0,0,0,0,0,0,0,"0,001","0,014",1493,"0,683","0,044",5253,"0,012",0,5702,"0,559",0,0,0,0,0,"5,1"
Langosta con relleno de pan,"Galletas saladas, excluye las saladas",510,"6,64","61,3","8,18","2,3","26,43",5562,6553,13137,0,0,0,0,0,0,0,12,"0,416","0,456",4352,"0,063",84,8,150,92,"9,6",0,0,0,0,"3,03",0,"69,3",120,248,18,"4,03","0,49","0,104","6,7",118,726,0,0,0,"0,008",0,"0,004","0,009","0,005","0,047","3,17","2,099","0,024",6399,"0,106","0,01",11571,1546,0,"0,01",0,0,0,"3,14"
Langosta con salsa al estilo puertorriqueño,"Galletas saladas, excluye las saladas",510,"6,64","61,3","8,18","2,3","26,43",5562,6553,13137,0,0,0,0,0,0,0,12,"0,416","0,456",4352,"0,063",84,8,150,92,"9,6",0,0,0,0,"3,03",0,"69,3",120,248,18,"4,03","0,49","0,104","6,7",118,726,0,0,0,"0,008",0,"0,004","0,009","0,005","0,047","3,17","2,099","0,024",6399,"0,106","0,01",11571,1546,0,"0,01",0,0,0,"3,14"
Lasaña con carne,"Galletas saladas, excluye las saladas",444,"9,34","71,52","15,01","3,4","13,37","2,112",3295,7055,0,0,0,0,0,0,0,86,"0,625","0,27","5,123","0,15",100,26,197,127,"29,5","0,14",0,0,0,"1,18",0,"24,7",80,258,47,"5,02","1,74","0,223","10,4",210,776,0,0,0,0,0,0,0,0,"0,009",1383,"0,607","0,011",3252,"0,024","0,001","6,18","0,867","0,001",0,"0,001","0,002",0,"2,73"
Lasaña de carne y espinacas,"Galletas saladas, excluye las saladas",395,10,"83,7","0,29",3,"1,4","0,226","0,127","0,603",0,0,0,0,0,0,0,18,"0,387","0,291",3892,"0,115",0,17,17,17,"10,8",0,0,0,0,"0,06",0,"0,3",13,89,25,"3,16","0,68","0,06","36,9",112,0,0,0,0,0,0,0,0,0,0,"0,216","0,01",0,"0,127",0,0,"0,57","0,032",0,0,0,0,0,"4,3"
Lasaña de carne,galletas saladas,398,"7,14","68,25",0,"6,7","10,71",0,"2,793",7229,0,0,0,0,1,0,0,80,"0,465","0,225","4,427","0,213",52,30,119,82,"8,1",0,0,0,0,"1,19",0,"18,3",0,196,70,"5,14","1,46","0,266","25,8",221,1214,0,0,0,0,0,0,0,0,0,0,0,"0,005",2752,"0,032",0,6437,"0,789",0,"0,002",0,0,0,"9,85"
Lasaña de pollo o pavo,galletas saladas,418,"9,46","74,05","1,29","2,8","8,64",1653,1986,4835,0,1,1,0,0,0,0,17,"0,702","0,487",6442,"0,086",117,17,216,134,"16,7","0,09",0,0,0,"1,15",0,"25,4",19,102,23,"5,57","0,69","0,139","10,3",152,941,0,0,0,"0,005",0,"0,004","0,008","0,004","0,013","1,05","0,49","0,01",1926,"0,038","0,006",4272,"0,553",0,"0,006",0,0,0,"5,05"
Lasaña de pollo o pavo y espinacas,"Galletas saladas, excluye las saladas",412,"9,85","75,23","2,92","10,2","8,25","0,744",5504,1344,0,0,0,0,0,0,0,104,"0,402","0,226",4042,"0,16",70,22,140,91,"14,6",0,0,0,0,"3,87",0,"3,6",24,196,58,"3,51","1,68","0,198","34,8",224,632,0,0,0,"0,002",0,0,"0,001",0,"0,005","0,407","0,226","0,014",5457,"0,028","0,002",1252,"0,089",0,"0,001",0,0,0,"4,05"
Lasaña,"Galletas saladas, excluye las saladas",489,"10,93","59,42","4,53","2,3","22,74",5288,5744,"10,09",3,11,17,0,63,17,0,34,"0,562","0,338",6113,"0,17",127,25,241,152,"8,7","0,34",0,0,0,"2,19",0,"9,4",136,200,25,"4,88","1,19","0,125","13,5",156,973,0,0,0,"0,02","0,013","0,01","0,023","0,031","0,126",3469,1406,"0,036",5688,0,"0,007",9358,"0,716",0,"0,003","0,001","0,001",0,"3,55"
lau lau,"Galletas saladas, excluye las saladas",412,"9,62","57,29",0,"6,4","16,03","3,206",8015,"3,206",16,8,12,0,44,12,0,24,"0,289","0,545","5,13","0,203",62,41,146,103,"14,5","0,06",0,0,"0,1","1,08",0,"3,9",128,264,68,"3,46","1,84","0,231","40,3",212,706,0,0,0,"0,133","0,068","0,036","0,077","0,069","0,426",1634,"0,615","0,454","7,319","0,059",0,"2,789","0,417",0,0,0,0,0,"14,26"
Leche baja en grasa (1%),"Galletas saladas, excluye las saladas",418,10,"68,19",0,"3,3","11,67",3333,"2,121",5273,0,8,9,0,16,3,0,68,1087,"0,75","7,17","0,044",174,54,349,228,"2,5","0,03",0,0,0,"1,88",0,"3,8",67,162,22,"4,8","0,9","0,118","26,2",141,1167,0,0,0,"0,033","0,016","0,009","0,019","0,017","0,146","2,408","0,656","0,033",2081,0,0,"4,96","0,313",0,0,0,0,0,"7,3"
Leche chocolatada,"Galletas saladas, excluye las saladas",503,"10,1","58,2","0,28","2,4","25,3",9638,11852,2457,13,11,17,0,63,17,0,34,"0,57","0,428",4671,"0,553",64,25,134,89,"8,7","0,46",0,0,0,"0,3",0,"11,2",151,218,36,"4,77","1,13","0,21","8,6",106,458,0,0,0,"0,268","0,135","0,071","0,154","0,139","0,935","4,7","2,989","0,262",11467,0,0,"2,25","0,207",0,0,0,0,0,"3,1"
Leche con chocolate,galletas saladas,416,"9,39","73,48","2,19","2,9","8,75",1978,"2,221",4021,0,0,0,0,0,0,0,17,"0,604","0,327",5174,"0,059",116,23,218,138,"19,4","0,09",0,0,0,"1,11",0,"15,2",118,110,25,"5,07","0,81","0,154","6,3",716,646,0,0,0,0,0,0,"0,005","0,001","0,016",1151,"0,734","0,008","2,187","0,02","0,001",3582,"0,432","0,001",0,0,"0,003",0,"3,99"
Leche de almendras,"Galletas saladas, excluye las saladas",441,"8,94","70,14","8,34","8,6","15,26",2636,3359,"7,709",0,0,0,0,2,0,0,180,"0,233","0,083","4,326","0,214",1,32,34,33,"27,2",0,0,0,0,"1,48",0,"20,7",64,316,91,"2,99","2,13","0,347",10,314,750,0,0,0,0,"0,002","0,029","0,024","0,174","0,08",1586,"0,62","0,012","3,299","0,038","0,002",6785,"0,915",0,"0,003",0,0,0,"2,84"
leche de arroz,"Galletas saladas, excluye las saladas",443,"8,8","68,6","0,37","10,5","17,2",3393,"5,88",6596,0,0,0,0,0,0,0,179,"0,201","0,1","4,519","0,183",0,28,28,28,"27,2",0,0,0,0,"0,86",0,"8,3",50,295,99,"3,08","2,15","0,444","14,7",297,186,0,0,0,0,0,"0,016",0,0,"0,003",1744,1617,"0,012",5868,0,0,6218,"0,376",0,"0,002",0,0,0,"2,7"
leche de avena,"Galletas saladas, excluye las saladas",444,"9,34","71,52","15,01","3,4","13,37","2,112",3295,7055,0,0,0,0,0,0,0,86,"0,625","0,27","5,123","0,15",100,26,197,127,"29,5","0,14",0,0,0,"1,18",0,"24,7",80,258,47,"5,02","1,74","0,223","10,4",210,776,0,0,0,0,0,0,0,0,"0,009",1383,"0,607","0,011",3252,"0,024","0,001","6,18","0,867","0,001",0,"0,001","0,002",0,"2,73"
leche de cabra,"Galletas saladas, excluye las saladas",443,"8,8","68,6","0,37","10,5","17,2",3393,"5,88",6596,0,0,0,0,0,0,0,179,"0,201","0,1","4,519","0,183",0,28,28,28,"27,2",0,0,0,0,"0,86",0,"8,3",50,295,99,"3,08","2,15","0,444","14,7",297,186,0,0,0,0,0,"0,016",0,0,"0,003",1744,1617,"0,012",5868,0,0,6218,"0,376",0,"0,002",0,0,0,"2,7"
